,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long
4579694,"7210 S King Dr 2, Chicago, IL 60619",1200,Apt,1.0,3.0,Yes,Available Now,(708) 767-0365,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4579694,41.7635,-87.6155
4579708,"7043 S Green St 1, Chicago, IL 60621",875,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4579708,41.7657,-87.6453
4579814,"4448 W Thomas St 2, Chicago, IL 60651",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4579814,41.9009,-87.7381
4579871,"3747 W Douglas Blvd , Chicago, IL 60623",1450,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4579871,41.8619,-87.7195
4580098,"7729 S Yates Blvd 1, Chicago, IL 60649",1350,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4580098,41.7545,-87.5659
4580125,"703 E 79th St A, Chicago, IL 60619",900,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4580125,41.7512,-87.6073
4580232,"703 E 79th St B, Chicago, IL 60619",900,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4580232,41.7512,-87.6073
4580251,"8327 S Marshfield Ave , Chicago, IL 60620",1600,House,2.0,5.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-House/4580251,41.7423,-87.6641
4580281,"3917 W Grenshaw St  1st Fl, Chicago, IL 60624",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4580281,41.867,-87.7234
4580377,"600 N Monticello Ave , Chicago, IL 60624",1253,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4580377,41.8919,-87.7178
4580406,"6753 South Loomis Boulevard 1, Chicago, IL 60636",1050,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4580406,41.7707,-87.6588
4580803,"2149 E 68th St 3, Chicago, IL 60649",875,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4580803,41.7715,-87.572
4580813,"7501 S Parnell Ave 2, Chicago, IL 60620",775,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4580813,41.7579,-87.638
4580814,"7416 S Emerald Ave 2, Chicago, IL 60621",775,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4580814,41.7592,-87.6431
4581404,"5402 S Carpenter St 2, Chicago, IL 60609",1300,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4581404,41.7958,-87.6516
4581422,"8613 S Marshfield Ave 1, Chicago, IL 60620",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4581422,41.7371,-87.664
4581706,"229 E Marquette Rd 2floor, Chicago, IL 60637",1100,Apt,1.0,2.0,Yes,Available Now,(773) 615-8466,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4581706,41.7727,-87.619
4581820,"7515 S Phillips Ave , Chicago, IL 60649",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4581820,41.7584,-87.5648
4582129,"6753 S Loomis Blvd 1, Chicago, IL 60636",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4582129,41.7707,-87.6588
4582409,"2034 W Monroe St 2, Chicago, IL 60612",1500,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4582409,41.8802,-87.678
4582556,"7940 S Champlain Ave 2, Chicago, IL 60619",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4582556,41.75,-87.6092
4582943,"4340 W Wilcox St 2, Chicago, IL 60624",1450,Apt,2.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4582943,41.879,-87.7345
4583404,"9453 S Loomis St , Chicago, IL 60620",750,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4583404,41.7218,-87.6578
4583411,"707 E 92nd St , Chicago, IL 60619",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4583411,41.7275,-87.6066
4583581,"7258 S Lafayette Ave , Chicago, IL 60621",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4583581,41.762,-87.6268
4583689,"2434 W 60th St  2, Chicago, IL 60629",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4583689,41.7849,-87.6853
4583783,"3650 W Grenshaw St  3, Chicago, IL 60624",1400,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4583783,41.8673,-87.7165
4583825,"563 N Lawler Ave 1, Chicago, IL 60644",1350,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4583825,41.8912,-87.7515
4584204,"349 E 81st St 3, Chicago, IL 60619",780,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4584204,41.7473,-87.6159
4584242,"5611 S Throop St 1, Chicago, IL 60636",1350,Apt,1.0,3.0,Yes,Available Now,(312) 446-6980,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4584242,41.7919,-87.657
4584362,"11361 S Throop St , Chicago, IL 60643",1400,House,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-House/4584362,41.6867,-87.654
4584410,"1544 S Kedvale Ave , Chicago, IL 60623",1350,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4584410,41.8593,-87.7288
4584507,"9903 S Exchange Ave , Chicago, IL 60617",900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4584507,41.7152,-87.552
4584628,"7936 S Campbell Ave 1, Chicago, IL 60652",1240,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4584628,41.7489,-87.6856
4584718,"7709 S Cornell Ave 1, Chicago, IL 60649",1295,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4584718,41.7548,-87.5842
4584736,"7709 S Cornell Ave 1, Chicago, IL 60649",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4584736,41.7548,-87.5842
4584802,"43 East 119th Place , Chicago, IL 60628",825,Apt,1.0,3.0,Yes,Available Now,(708) 638-1377,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4584802,41.677,-87.6209
4585297,"2320 W Marquette Rd  2, Chicago, IL 60636",900,Apt,1.0,2.0,Yes,Available Now,(708) 257-6009,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4585297,41.7721,-87.6818
4585371,"4805 W Superior St  3, Chicago, IL 60644",1000,Apt,1.0,3.0,Yes,Available Now,(773) 799-1571,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4585371,41.8939,-87.7461
4585376,"10146 S Normal Ave 2, Chicago, IL 60628",1055,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4585376,41.7093,-87.636
4585426,"7652 S East End Ave 2, Chicago, IL 60649",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4585426,41.7554,-87.5837
4585430,"7652 S East End Ave 2, Chicago, IL 60649",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4585430,41.7554,-87.5837
4585510,"4212 S King Dr 3e, Chicago, IL 60653",950,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4585510,41.818,-87.6174
4585530,"917 North Leamington Avenue 2, Chicago, IL 60651",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4585530,41.8973,-87.7541
4585611,"7930 S Lowe Ave 2, Chicago, IL 60620",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4585611,41.7498,-87.6407
4585708,"7100 S Greenwood Ave , Chicago, IL 60619",1253,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4585708,41.7658,-87.5986
4585942,"5015 W West End Ave 1, Chicago, IL 60644",2400,Apt,2.0,6.0,Yes,Available Now,(773) 799-1571,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/6-bedroom-2-bathroom-rental-Apt/4585942,41.8038,-87.5853
4586071,"4126 W 24th Pl , Chicago, IL 60623",950,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4586071,41.8472,-87.7275
4586074,"4126 W 24th Pl , Chicago, IL 60623",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4586074,41.8472,-87.7276
4586469,"439 E 111th Pl 1, Chicago, IL 60628",1100,Apt,1.0,2.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4586469,41.6917,-87.6118
4586515,"11813 S Morgan St 1, Chicago, IL 60643",1300,Apt,1.0,4.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4586515,41.6792,-87.6465
4586516,"11741 S Sangamon St 1, Chicago, IL 60643",980,Apt,1.0,2.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4586516,41.6802,-87.6453
4586519,"7840 S Yates Blvd 1, Chicago, IL 60649",1100,Apt,1.0,2.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4586519,41.7525,-87.5665
4586520,"8036 S Marshfield Ave 3, Chicago, IL 60620",980,Apt,1.0,3.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4586520,41.7474,-87.6648
4586544,"6901 S Prairie Ave 2, Chicago, IL 60637",1350,Apt,1.0,3.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4586544,41.7691,-87.6183
4587056,"6907 S Paxton Ave , Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4587056,41.7693,-87.5714
4587085,"8227 S May St 2, Chicago, IL 60620",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4587085,41.7442,-87.652
4587229,"704 W Garfield Blvd 1, Chicago, IL 60609",1050,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4587229,41.7946,-87.643
4587270,"6521 S Saint Lawrence Ave , Chicago, IL 60637",1300,House,1.0,3.0,Yes,Available Now,(773) 655-9253,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4587270,41.776,-87.6104
4587348,"10524 S Wentworth Ave , Chicago, IL 60628",1350,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4587348,41.7027,-87.6285
4587493,"6741 S Eberhart Ave G, Chicago, IL 60637",1350,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4587493,41.7717,-87.6126
4587535,"1525 S Hamlin Ave 2, Chicago, IL 60623",980,Apt,1.0,2.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4587535,41.86,-87.7198
4587538,"6901 S Prairie Ave , Chicago, IL 60637",1350,Apt,1.0,3.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4587538,41.7691,-87.6183
4587559,"8000 S Langley Ave , Chicago, IL 60619",1150,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4587559,41.7493,-87.6079
4587657,"6800 S Keating Ave , Chicago, IL 60629",855,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4587657,41.7712,-87.7409
4587671,"5453 S Wood St  11, Chicago, IL 60609",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4587671,41.7951,-87.6694
4587746,"2813 S Pulaski Rd , Chicago, IL 60623",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4587746,41.8401,-87.7241
4587779,"3602 W Flournoy St , Chicago, IL 60624",1228,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4587779,41.8729,-87.7157
4588112,"7425 S Harvard Ave 3, Chicago, IL 60621",700,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4588112,41.7592,-87.6329
4588179,"7855 S Escanaba Ave , Chicago, IL 60649",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4588179,41.7523,-87.554
4588181,"1545 S Millard Ave 1, Chicago, IL 60623",1600,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4588181,41.8595,-87.7161
4588335,"5604 S Bishop St , Chicago, IL 60636",1650,House,2.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-full-bathroom-rental-House/4588335,41.792,-87.6611
4588614,"8405 S Throop St  1, Chicago, IL 60620",1300,Duplex,1.0,4.0,Yes,Available Now,(708) 655-1397,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Duplex/4588614,41.7408,-87.6558
4588686,"6140 S Drexel Ave , Chicago, IL 60637",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4588686,41.8023,-87.6042
4588759,"9304 S Paxton Ave 2, Chicago, IL 60617",1300,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4588759,41.7259,-87.5708
4588893,"9535 S Harvard Ave # 2 , Chicago, IL 60628",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4588893,41.7205,-87.632
4589001,"8128 S Cottage Grove Ave , Chicago, IL 60619",875,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589001,41.7468,-87.6054
4589200,"112 E Kensington Ave 4, Chicago, IL 60628",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589200,41.6841,-87.6201
4589289,"6818 S Indiana Ave 2, Chicago, IL 60637",975,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589289,41.7704,-87.6207
4589303,"7936 S Carpenter St 2s, Chicago, IL 60620",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4589303,41.7494,-87.6501
4589362,"6908 S Cregier Ave 1, Chicago, IL 60649",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4589362,41.7695,-87.5816
4589697,"7637 S Yates Blvd , Chicago, IL 60649",1150,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589697,41.756,-87.5662
4589972,"7556 N Claremont Ave 2, Chicago, IL 60645",1350,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589972,42.0191,-87.689
4589974,"6103 N Claremont Ave , Chicago, IL 60659",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589974,41.9924,-87.6884
4589980,"11211 S King Dr 1d, Chicago, IL 60628",1080,Apt,1.0,1.0,Yes,Available Now,(773) 952-7485,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4589980,41.6899,-87.6133
4589993,"7900 S Essex Ave 309, Chicago, IL 60617",1050,Apt,1.0,2.0,Yes,Available Now,(773) 952-7485,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4589993,41.7514,-87.5641
4590063,"2735 W 22nd Pl , Chicago, IL 60608",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4590063,41.8507,-87.6944
4590175,"8753 S Ada St 2, Chicago, IL 60620",1275,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4590175,41.7343,-87.6567
4590237,"7549 S Union Ave , Chicago, IL 60620",980,Apt,1.0,2.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4590237,42.2197,-88.5503
4590242,"406 E 87th St , Chicago, IL 60619",1500,House,2.0,3.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-House/4590242,41.7368,-87.6141
4590249,"8311 S Green St , Chicago, IL 60620",1650,House,3.0,4.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-3-bathroom-rental-House/4590249,41.7429,-87.6448
4590269,"6832 S Hermitage Ave 2, Chicago, IL 60636",1450,Apt,1.5,5.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-full-bathroom-rental-Apt/4590269,41.7694,-87.6679
4590279,"11320 S Calumet Ave 1, Chicago, IL 60628",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4590279,41.6884,-87.6148
4590343,"7652 S Colfax Ave 1, Chicago, IL 60649",1100,Apt,2.0,3.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4590343,41.7556,-87.5617
4590404,"7709 South Cornell Avenue 1, Chicago, IL 60649",1100,Apt,1.0,2.0,Yes,Available Now,(708) 473-5464,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4590404,41.7548,-87.5842
4590756,"1450 W Garfield Blvd 3, Chicago, IL 60609",1400,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4590756,41.7943,-87.6617
4590759,"6350 S Greenwood Ave 2, Chicago, IL 60637",1450,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4590759,41.779,-87.5995
4590805,"6221 S Bishop St , Chicago, IL 60636",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4590805,41.7807,-87.6602
4590817,"6221 S Bishop St 1, Chicago, IL 60636",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4590817,41.7807,-87.6602
4591116,"1809 W 88th St 2b, Chicago, IL 60620",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4591116,41.7338,-87.6681
4591118,"1811 W 88th St 2w, Chicago, IL 60620",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4591118,41.7338,-87.6683
